scan_id,id,policy_id,title,description,rationale,remediation,file,process,directory,registry,command,references,result,status,reason,condition
203925346,19010,cis_ubuntu20-04,Ensure /dev/shm is configured.,"/dev/shm is a traditional shared memory concept. One program will create a memory portion, which other processes (if permitted) can access. Mounting tmpfsat /dev/shmis handled automatically by systemd.","Any user can upload and execute files inside the /dev/shm similar to the /tmp partition. Configuring /dev/shm allows an administrator to set the noexecoption on the mount, making /dev/shm useless for an attacker to install executable code. It would also prevent an attacker from establishing a hardlink to a system setuid program and wait for it to be updated. Once the program was updated, the hardlink would be broken and the attacker would have his own copy of the program. If the program happened to have a security vulnerability, the attacker could continue to exploit the known flaw.","Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm: # mount -o remount,nodev /dev/shm",/etc/fstab,,,,mount,,failed,,,all
203925346,19011,cis_ubuntu20-04,Ensure nodev option set on /dev/shm partition.,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /dev/shm filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create special devices in /dev/shm partitions.","Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm: # mount -o remount,nodev /dev/shm",,,,,mount,,passed,,,all
203925346,19012,cis_ubuntu20-04,Ensure nosuid option set on /dev/shm partition.,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Setting this option on a file system prevents users from introducing privileged programs onto the system and allowing non-root users to execute them.,"Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm: # mount -o remount,nosuid /dev/shm",,,,,mount,,passed,,,all
203925346,19013,cis_ubuntu20-04,Ensure noexec option set on /dev/shm partition.,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Setting this option on a file system prevents users from executing programs from shared memory. This deters users from introducing potentially malicious software on the system.,"Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /dev/shm partition. See the fstab(5) manual page for more information. Run the following command to remount /dev/shm: # mount -o remount,noexec /dev/shm",,,,,mount,,passed,,,all
203925346,19014,cis_ubuntu20-04,Ensure separate partition exists for /var.,The /var directory is used by daemons and other system services to temporarily store dynamic data. Some directories created by these processes may be world-writable.,"Since the /var directory may contain world-writable files and directories, there is a risk of resource exhaustion if it is not bound to a separate partition.","For new installations, during installationcreate a custom partition setup and specify a separate partition for /var. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",,,,,mount,http://tldp.org/HOWTO/LVM-HOWTO/,failed,,,all
203925346,19015,cis_ubuntu20-04,Ensure separate partition exists for /var/tmp.,The /var/tmp directory is a world-writable directory used for temporary storage by all users and some applications.,"Since the /var/tmp directory is intended to be world-writable, there is a risk of resource exhaustion if it is not bound to a separate partition. In addition, making /var/tmp its own file system allows an administrator to set the noexec option on the mount, making /var/tmp useless for an attacker to install executable code. It would also prevent an attacker from establishing a hardlink to a system setuid program and wait for it to be updated. Once the program was updated, the hardlink would be broken and the attacker would have his own copy of the program. If the program happened to have a security vulnerability, the attacker could continue to exploit the known flaw.","For new installations, during installation create a custom partition setup and specify a separate partition for /var/tmp. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",,,,,mount,http://tldp.org/HOWTO/LVM-HOWTO/,failed,,,all
203925346,19016,cis_ubuntu20-04,Ensure nodev option set on /var/tmp partition.,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /var/tmp filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /var/tmp.","Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp : # mount -o remount,nodev /var/tmp",,,,,mount,,failed,,,all
203925346,19017,cis_ubuntu20-04,Ensure nosuid option set on /var/tmp partition.,The nosuid mount option specifies that the filesystem cannot contain setuid files.,"Since the /var/tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /var/tmp.","Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp: # mount -o remount,nosuid /var/tmp",,,,,mount,,failed,,,all
203925346,19018,cis_ubuntu20-04,Ensure noexec option set on /var/tmp partition.,The noexec mount option specifies that the filesystem cannot contain executable binaries.,"Since the /var/tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot run executable binaries from /var/tmp.","Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/tmp partition. See the fstab(5) manual page for more information. Run the following command to remount /var/tmp: # mount -o remount,noexec /var/tmp",,,,,mount,,failed,,,all
203925346,19019,cis_ubuntu20-04,Ensure separate partition exists for /var/log.,The /var/log directory is used by system services to store log data.,There are two important reasons to ensure that system logs are stored on a separate partition: protection against resource exhaustion (since logs can grow quite large) and protection of audit data.,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/log. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",,,,,mount,http://tldp.org/HOWTO/LVM-HOWTO/,failed,,,all
203925346,19020,cis_ubuntu20-04,Ensure separate partition exists for /var/log/audit.,"The auditing daemon, auditd, stores log data in the /var/log/audit directory.","There are two important reasons to ensure that data gathered by auditd is stored on a separate partition: protection against resource exhaustion (since the audit.log file can grow quite large) and protection of audit data. The audit daemon calculates how much free space is left and performs actions based on the results. If other processes (such as syslog) consume space in the same partition as auditd, it may not perform as desired.","For new installations, during installation create a custom partition setup and specify a separate partition for /var/log/audit. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",,,,,mount,http://tldp.org/HOWTO/LVM-HOWTO/,failed,,,all
203925346,19021,cis_ubuntu20-04,Ensure separate partition exists for /home.,The /home directory is used to support disk storage needs of local users.,"If the system is intended to support local users, create a separate partition for the /home directory to protect against resource exhaustion and restrict the type of files that can be stored under /home.","For new installations, during installation create a custom partition setup and specify a separate partition for /home. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate.",,,,,mount,http://tldp.org/HOWTO/LVM-HOWTO/,failed,,,all
203925346,19022,cis_ubuntu20-04,Ensure nodev option set on /home partition.,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the user partitions are not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices.  Note: The actions in the item refer to the /home partition, which is the default user partition that is defined in many distributions. If you have created other user partitions, it is recommended that the Remediation and Audit steps be applied to these partitions as well.","Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. See the fstab(5) manual page for more information. # mount -o remount,nodev /home",,,,,mount,,failed,,,all
203925346,19023,cis_ubuntu20-04,Disable Automounting.,"autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.",With automounting enabled anyone with physical access could attach a USB drive or disc and have it's contents available in system even if they lacked permissions to mount it themselves.,Run one of the following commands:  Run the following command to disable autofs: # systemctl --now disable autofs    OR  Run the following command to remove autofs:  # apt purge autofs,,,,,systemctl is-enabled autofs,,,Not applicable,Invalid path or wrong permissions to run command 'systemctl is-enabled autofs',none
203925346,19024,cis_ubuntu20-04,Disable USB Storage.,USB storage provides a means to transfer and store files insuring persistence and availability of the files independent of network connection status. Its popularity and utility has led to USB-based malware being a simple and common means for network infiltration and a first step to establishing a persistent threat within a networked environment.,Restricting USB access on the system will decrease the physical attack surface for a device and diminish the possible vectors to introduce malware.,Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vi /etc/modprobe.d/usb_storage.conf and add the following line: # install usb-storage /bin/true . Run the following command to unload the usb-storage module: # rmmod usb-storage,,,,,"/sbin/modprobe -n -v usb-storage,lsmod",,,Not applicable,Invalid path or wrong permissions to run command '/sbin/modprobe -n -v usb-storage',all
203925346,19025,cis_ubuntu20-04,Ensure sudo is installed.,"sudo allows a permitted user to execute a command as the superuser or another user, as specified by the security policy. The invoking user's real (not effective) user ID is used to determine the user name with which to query the security policy.","sudo supports a plugin architecture for security policies and input/output logging. Third parties can develop and distribute their own policy and I/O logging plugins to work seamlessly with the sudo front end. The default security policy is sudoers, which is configured via the file /etc/sudoers. The security policy determines what privileges, if any, a user has to run sudo. The policy may require that users authenticate themselves with a password or another authentication mechanism. If authentication is required, sudo will exit if the user's password is not entered within a configurable time limit. This limit is policy-specific.",Install sudo using the following command. # apt install sudo OR # apt install sudo-ldap,,,,,"dpkg -s sudo,dpkg -s sudo-ldap",http://www.sudo.ws/,failed,,,any
203925346,19026,cis_ubuntu20-04,Ensure sudo commands use pty.,sudo can be configured to run only froma pseudo-pty,"Attackers can run a malicious program using sudo, which would again fork a background process that remains even when the main program has finished executing.",edit the file /etc/sudoers or a file in /etc/sudoers.d/ with visudo -f and add the following line: Defaults use_pty,/etc/sudoers,,/etc/sudoers.d,,,,,Not applicable,Could not open file '/etc/sudoers',any
203925346,19027,cis_ubuntu20-04,Ensure sudo log file exists.,sudo can use a custom log file,A sudo log file simplifies auditing of sudo commands,"edit the file /etc/sudoers or a file in /etc/sudoers.d/ with visudo -f and add the following line:   Defaults logfile=""<PATH TO CUSTOM LOG FILE>""   Example    Defaults logfile=""/var/log/sudo.log""",/etc/sudoers,,/etc/sudoers.d,,,,,Not applicable,Could not open file '/etc/sudoers',any
203925346,19028,cis_ubuntu20-04,Ensure AIDE is installed.,"AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system.",By monitoring the filesystem state compromised files can be detected to prevent or limit the exposure of accidental or malicious misconfigurations or modified binaries.,"Install AIDE: # apt install aide aide-common. Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Initialize AIDE: # aideinit .  Notes: The prelinking feature can interfere with AIDE because it alters binaries to speed up their start up times. Run prelink -ua to restore the binaries to their prelinked state, thus avoiding false positives from AIDE.",,,,,dpkg -s aide,,failed,,,all
203925346,19029,cis_ubuntu20-04,Ensure filesystem integrity is regularly checked.,Periodic checking of the filesystem integrity is needed to detect changes to the filesystem.,Periodic file checking allows the system administrator to determine on a regular basis if critical files have been changed in an unauthorized fashion.,"Run the following commands: # cp ./config/aidecheck.service /etc/systemd/system/aidecheck.service  # cp ./config/aidecheck.timer /etc/systemd/system/aidecheck.timer   # chmod 0644 /etc/systemd/system/aidecheck.*  # systemctl reenable aidecheck.timer  # systemctl restart aidecheck.timer  # systemctl daemon-reload    OR  If cron will be used to schedule and run aide check, run the following command:    # crontab -u root -e    Add the following line to the crontab:    0 5 * * * /usr/bin/aide.wrapper --config /etc/aide/aide.conf --check",,,,,"grep -Rh aide /etc/cron.d /etc/cron.daily /etc/cron.hourly /etc/cron.monthly /etc/cron.weekly /etc/crontab,crontab -u root -l","https://github.com/konstruktoid/hardening/blob/master/config/aidecheck.service,https://github.com/konstruktoid/hardening/blob/master/config/aidecheck.timer",,Not applicable,Invalid path or wrong permissions to run command 'crontab -u root -l',all
203925346,19030,cis_ubuntu20-04,Ensure bootloader password is set.,Setting the boot loader password will require that anyone rebooting the system must enter a password before being able to set command line boot parameters.,Requiring a boot password upon execution of the boot loader will prevent an unauthorized user from entering boot parameters or changing the boot partition. This prevents users from weakening security (e.g. turning off SELinux at boot time).,"Create an encrypted password with grub-mkpasswd-pbkdf2 : # grub-mkpasswd-pbkdf2     Enter password: <password>      Reenter password: <password> PBKDF2 hash of your password is <encrypted-password> Add the following into a custom /etc/grub.d configuration file: cat <<EOF     set superusers=""<username>""   password_pbkdf2 <username> <encrypted-password>      EOF     The superuser/user information and password should not be contained in the /etc/grub.d/00_header file as this file could be overwritten in a package update. If there is a requirement to be able to boot/reboot without entering the password, edit /etc/grub.d/10_linux and add --unrestricted to the line CLASS=  Example: CLASS=""--class gnu-linux --class gnu --class os --unrestricted"" Run the following command to update the grub2 configuration: # update-grub",/boot/grub/grub.cfg,,,,,,,Not applicable,Could not open file '/boot/grub/grub.cfg',all
203925346,19031,cis_ubuntu20-04,Ensure permissions on bootloader config are configured.,The grub configuration file contains information on boot settings and passwords for unlocking boot options. The grub configuration is usually grub.cfg stored in /boot/grub.,Setting the permissions to read and write for root only prevents non-root users from seeing the boot parameters or changing them. Non-root users who read the boot parameters may be able to identify weaknesses in security upon boot and be able to exploit them.,"Run the following commands to set permissions on your grub configuration: chown root:root /boot/grub/grub.cfg, chmod og-rwx /boot/grub/grub.cfg",,,,,stat /boot/grub/grub.cfg,,failed,,,all
203925346,19032,cis_ubuntu20-04,Ensure authentication required for single user mode.,Single user mode is used for recovery when the system detects an issue during boot or by manual selection from the bootloader.,Requiring authentication in single user mode prevents an unauthorized user from rebooting the system into single user to gain root privileges without credentials.,Run the following command and follow the prompts to set a password for the root user: # passwd root,/etc/shadow,,,,,,failed,,,none
203925346,19033,cis_ubuntu20-04,Ensure XD/NX support is enabled.,"Recent processors in the x86 family support the ability to prevent code execution on a per memory page basis. Generically and on AMD processors, this ability is called No Execute (NX), while on Intel processors it is called Execute Disable (XD). This ability can help prevent exploitation of buffer overflow vulnerabilities and should be activated whenever possible. Extra steps must be taken to ensure that this protection is enabled, particularly on 32-bit x86 systems. Other processors, such as Itanium and POWER, have included such support since inception and the standard kernel for those platforms supports the feature.",Enabling any feature that can protect against buffer overflow attacks enhances the security of the system.,"On 32 bit systems install a kernel with PAE support, no installation is required on 64 bit systems: If necessary configure your bootloader to load the new kernel and reboot the system. You may need to enable NX or XD support in your bios.",,,,,"sh -c ""journalctl | grep \""protection: active\""""",,failed,,,all
203925346,19034,cis_ubuntu20-04,Ensure address space layout randomization (ASLR) is enabled.,Address space layout randomization (ASLR) is an exploit mitigation technique which randomly arranges the address space of key data areas of a process.,Randomly placing virtual memory regions will make it difficult to write memory page exploits as the memory placement will be consistently shifting.,Set the following parameter in /etc/sysctl.conf or a /etc/sysctl.d/* file: kernel.randomize_va_space = 2 Run the following command to set the active kernel parameter: # sysctl -w kernel.randomize_va_space=2,,,,,grep -Rh ^kernel\.randomize_va_space /etc/sysctl.conf /etc/sysctl.d,,failed,,,all
203925346,19035,cis_ubuntu20-04,Ensure prelink is disabled.,prelink is a program that modifies ELF shared libraries and ELF dynamically linked binaries in such a way that the time needed for the dynamic linker to perform relocations at startup significantly decreases.,"The prelinking feature can interfere with the operation of AIDE, because it changes binaries. Prelinking can also increase the vulnerability of the system if a malicious user is able to compromise a common library such as libc.",Run the following command to restore binaries to normal: # prelink -ua Uninstall prelink using the appropriate package manager or manual installation: # apt purge prelink,,,,,dpkg -s prelink,,passed,,,none
203925346,19036,cis_ubuntu20-04,Ensure core dumps are restricted.,"A core dump is the memory of an executable program. It is generally used to determine why a program aborted. It can also be used to glean confidential information from a core file. The system provides the ability to set a soft limit for core dumps, but this can be overridden by the user.","Setting a hard limit on core dumps prevents users from overriding the soft variable. If core dumps are required, consider setting limits for user groups (see limits.conf(5) ). In addition, setting the fs.suid_dumpable variable to 0 will prevent setuid programs from dumping core.",Add the following line to /etc/security/limits.conf or a /etc/security/limits.d/* file: * hard core 0 Set the following parameter in /etc/sysctl.conf or a /etc/sysctl.d/* file: fs.suid_dumpable = 0 Run the following command to set the active kernel parameter: # sysctl -w fs.suid_dumpable=0,,,,,sysctl fs.suid_dumpable,,failed,,,all
203925346,19037,cis_ubuntu20-04,Ensure AppArmor is installed.,AppArmor provides Mandatory Access Controls.,Without a Mandatory Access Control system installed only the default Discretionary Access Control system will be available.,Install Apparmor. # apt install apparmor,,,,,dpkg -s apparmor,,failed,,,any
203925346,19038,cis_ubuntu20-04,Ensure AppArmor is enabled in the bootloader configuration.,Configure AppArmor to be enabled at boot time and verify that it has not been overwrittenby the bootloader boot parameters.,AppArmor must be enabled at boot time in your grub configuration to ensure that the controls it provides are not overridden.,"Edit /etc/default/grub and add the apparmor=1 and security=apparmor parameters to the GRUB_CMDLINE_LINUX= line   GRUB_CMDLINE_LINUX=""apparmor=1 security=apparmor""      Run the following command to update the grub2 configuration # update-grub    Notes: This recommendation is designed around the grub bootloader, if LILO or another bootloader is in use in your environment enact equivalent settings.",/boot/grub/grub.cfg,,,,,,,Not applicable,Could not open file '/boot/grub/grub.cfg',none
203925346,19039,cis_ubuntu20-04,Ensure all AppArmor Profiles are in enforce or complain mode.,AppArmor profiles define what resources applicatons are able to access.,"Security configuration requirements vary from site to site. Some sites may mandate a policy that is stricter than the default policy, which is perfectly acceptable. This item is intended to ensure that any policies that exist on the system are activated..",Run the following command to set all profiles to enforce mode: # aa-enforce /etc/apparmor.d/*   OR   Run the following command to set all profiles to complain mode: # aa-complain /etc/apparmor.d/* Any unconfined processes may need to have a profile created or activated for them and then be restarted.,,,,,apparmor_status,,,Not applicable,Invalid path or wrong permissions to run command 'apparmor_status',all
203925346,19040,cis_ubuntu20-04,Ensure all AppArmor Profiles are enforcing.,AppArmor profiles define what resources applicatons are able to access.,"Security configuration requirements vary from site to site. Some sites may mandate a policy that is stricter than the default policy, which is perfectly acceptable. This item is intended to ensure that any policies that exist on the system are activated..",Run the following command to set all profiles to enforce mode: # aa-enforce /etc/apparmor.d/* Any unconfined processes may need to have a profile created or activated for them and then be restarted.,,,,,apparmor_status,,,Not applicable,Invalid path or wrong permissions to run command 'apparmor_status',all
203925346,19041,cis_ubuntu20-04,Ensure message of the day is configured properly.,"The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Edit the /etc/motd file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , \v or references to the OS platform OR If the motd is not used, this file can be removed. Run the following command to remove the motd file: # rm /etc/motd",/etc/motd,,,,,,passed,,,any
203925346,19042,cis_ubuntu20-04,Ensure local login warning banner is configured properly.,"The contents of the /etc/issue file are displayed to users prior to login for local terminals. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Edit the /etc/issue file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , or \v , or references to the OS platform # echo ""Authorized uses only. All activity may be monitored and reported."" > /etc/issue",/etc/issue,,,,,,failed,,,none
203925346,19043,cis_ubuntu20-04,Ensure remote login warning banner is configured properly.,"The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services. Unix-based systems have typically displayed information about the OS release and patch level upon logging in to the system. This information can be useful to developers who are developing software for a particular OS platform. If mingetty(8) supports the following options, they display operating system information: \m - machine architecture \r - operating system release \s - operating system name \v - operating system version","Warning messages inform users who are attempting to login to the system of their legal status regarding the system and must include the name of the organization that owns the system and any monitoring policies that are in place. Displaying OS and patch level information in login banners also has the side effect of providing detailed system information to attackers attempting to target specific exploits of a system. Authorized users can easily get this information by running the "" uname -a "" command once they have logged in.","Edit the /etc/issue.net file with the appropriate contents according to your site policy, remove any instances of \m , \r , \s , or \v or references to the OS platform: # echo ""Authorized uses only. All activity may be monitored and reported."" > /etc/issue.net",/etc/issue.net,,,,,,failed,,,none
203925346,19044,cis_ubuntu20-04,Ensure permissions on /etc/motd are configured.,The contents of the /etc/motd file are displayed to users after login and function as a message of the day for authenticated users.,If the /etc/motd file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,"Run the following commands to set permissions on /etc/motd: # chown root:root /etc/motd # chmod u-x,go-wx /etc/motd",,,,,stat /etc/motd,,failed,,,all
203925346,19045,cis_ubuntu20-04,Ensure permissions on /etc/issue are configured.,The contents of the /etc/issue file are displayed to users prior to login for local terminals.,If the /etc/issue file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,"Run the following commands to set permissions on /etc/issue: # chown root:root /etc/issue # chmod u-x,go-wx /etc/issue",,,,,stat /etc/issue,,passed,,,all
203925346,19046,cis_ubuntu20-04,Ensure permissions on /etc/issue.net are configured.,The contents of the /etc/issue.net file are displayed to users prior to login for remote connections from configured services.,If the /etc/issue.net file does not have the correct ownership it could be modified by unauthorized users with incorrect or misleading information.,"Run the following commands to set permissions on /etc/issue.net: # chown root:root /etc/issue.net # chmod u-x,go-wx /etc/issue.net",,,,,stat /etc/issue.net,,passed,,,all
