full_path,file,type,date,changes,arch,value_name,value_type,size,perm,uid,gid,md5,sha1,uname,gname,mtime,inode,sha256,attributes,symbolic_path,checksum
c:\windows\system32\wbem\wmic.exe,c:\windows\system32\wbem\wmic.exe,file,1681208707,1,,,,403456,"{""S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464"":{""name"":""TrustedInstaller"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""synchronize"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute"",""read_attributes"",""write_attributes""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-2"":{""name"":""ALL RESTRICTED APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]}}",S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,,5f4e639e561a2aa89f4a27a0c58862ba,4a3558570372b1ad30dce9b0ab9717a20b5e284a,TrustedInstaller,,1681040641,0,6d890411b9866e930594e04becc910d37b28eb9e9d0a8deca08e46efe37db8d1,ARCHIVE,,6b86297600a0190e300a7d86c5d1892877e23f70
c:\windows\system32\windowspowershell\v1.0\powershell.exe,c:\windows\system32\windowspowershell\v1.0\powershell.exe,file,1681208707,1,,,,420864,"{""S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464"":{""name"":""TrustedInstaller"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""synchronize"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute"",""read_attributes"",""write_attributes""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-2"":{""name"":""ALL RESTRICTED APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]}}",S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,,bc4535f575200446e698610c00e1483d,78d990d776f078517696a2415375ac9ebdf5d49a,TrustedInstaller,,1622894820,0,88e1993beb7b2d9c3a9c3a026dc8d0170159afd3e574825c23a34b917ca61122,ARCHIVE,,9809ea8547a497206b80af5371846f9b1c66bc59
c:\windows\system32\winrm.vbs,c:\windows\system32\winrm.vbs,file,1681208707,1,,,,204074,"{""S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464"":{""name"":""TrustedInstaller"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""synchronize"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute"",""read_attributes"",""write_attributes""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-2"":{""name"":""ALL RESTRICTED APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]}}",S-1-5-80-956008885-3418522649-1831038044-1853292631-2271478464,,85cbf9b1a0e3d8fda14a86535e0692d9,695eaa69c8766e01720dec322064ee968812f264,TrustedInstaller,,1622894714,0,ad4ac01243a9775d26945cf742a06acb03f34056fee9576d646ff65617bf94f5,ARCHIVE,,68025878c2ba5545ad50d84227a37a4cd45fd5a8
c:\windows\win.ini,c:\windows\win.ini,file,1681208707,1,,,,92,"{""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""synchronize"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute"",""read_attributes"",""write_attributes""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""synchronize"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute"",""read_attributes"",""write_attributes""]},""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]},""S-1-15-2-2"":{""name"":""ALL RESTRICTED APPLICATION PACKAGES"",""allowed"":[""read_control"",""synchronize"",""read_data"",""read_ea"",""execute"",""read_attributes""]}}",S-1-5-18,,23cf8138f49416231807e6de371fb9e6,973672eeae5a05447e47395cde37e8121b7c90fe,SYSTEM,,1622894933,0,6b3d6e268dcb76e175a7db3d9e031349ab2c32654c7e57581a851e64dd6214ab,ARCHIVE,,73ccb79ffec2cf7c45b330335d1416f09acbfb61
[x32] HKEY_LOCAL_MACHINE\\Security,HKEY_LOCAL_MACHINE\Security,registry_key,1681208708,1,[x32],,,,"{""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""write_dac""]}}",S-1-5-32-544,S-1-5-18,,,Administrators,SYSTEM,1681208694,,,,,d8334feb7eea406ff70a8ed2aaa640bf1f23c6f9
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$2,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$2,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$10,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$10,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$1,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$1,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache,HKEY_LOCAL_MACHINE\Security\Cache,registry_key,1681208708,1,[x32],,,,"{""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""write_dac""]}}",S-1-5-32-544,S-1-5-18,,,Administrators,SYSTEM,1680136328,,,,,89cf59375cbdad4ecb9cc60824266e3e1f70b703
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$3,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$3,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$4,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$4,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$5,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$5,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$6,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$6,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$7,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$7,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$8,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$8,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$Control,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$Control,REG_BINARY,8,,,,1811cfc37f03d7b1a0680f15506f0689,5c14cb7a920ecf9dcdbe2e4b569efdf66dcba893,,,,,6892252f3059047d750439452328760501d409cb30ec95dd5e4c82f4218169df,,,6f15eeefbb1657da5691a089635d6f4894bdd145
[x32] HKEY_LOCAL_MACHINE\\Security\\Cache:NL$9,HKEY_LOCAL_MACHINE\Security\Cache,registry_value,1681208708,1,[x32],NL$9,REG_BINARY,168,,,,5d517daebe0430b758200c986f1664a0,c7752c24b8e949349a0d5387ec1ff1cb16c02c4e,,,,,55b1ef683fcd2c5f09d4ad66c0a033cb09e13a750523b040d0036ea5c705e629,,,ff50f6305e42791870eeda60946e9683eb1ab438
[x32] HKEY_LOCAL_MACHINE\\Security\\Policy,HKEY_LOCAL_MACHINE\Security\Policy,registry_key,1681208708,1,[x32],,,,"{""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""write_dac""]}}",S-1-5-32-544,S-1-5-18,,,Administrators,SYSTEM,1632949750,,,,,dcb7ef3fe9b93c2f50b48ef3318e5a09de834f56
[x32] HKEY_LOCAL_MACHINE\\Security\\Policy:,HKEY_LOCAL_MACHINE\Security\Policy,registry_value,1681208708,1,[x32],,REG_SZ,0,,,,d41d8cd98f00b204e9800998ecf8427e,da39a3ee5e6b4b0d3255bfef95601890afd80709,,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,9b727dcdf105f2c5a36dac74d72faa694d7c7b26
[x32] HKEY_LOCAL_MACHINE\\Security\\Policy\\Accounts,HKEY_LOCAL_MACHINE\Security\Policy\Accounts,registry_key,1681208708,1,[x32],,,,"{""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""read_control"",""write_dac""]}}",S-1-5-32-544,S-1-5-18,,,Administrators,SYSTEM,1680234773,,,,,0a3fff5a74f2c13073d678b072e39509dac22bec
