full_path,file,type,date,changes,arch,value_name,value_type,size,perm,uid,gid,md5,sha1,uname,gname,mtime,inode,sha256,attributes,symbolic_path,checksum
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf:DisplayName,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_value,1680745722,1,[x32],DisplayName,REG_SZ,15,,,,acdd19cad218b4f7d138eabb13b4528e,9678e87995c23b2b87ed53a4c17610f0bea34617,,,,,1de68547aa6e0f1f6306d9b6c150d83cc6e1dc33405614f41bf10bc55706fcd9,,,3b1de5653ff823729f5fe737171308321986d7ed
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf:ErrorControl,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_value,1680745722,1,[x32],ErrorControl,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf:ImagePath,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_value,1680745722,1,[x32],ImagePath,REG_EXPAND_SZ,29,,,,9bedef1748fe4d7164f7f87e6b596e8e,36b88d66562fee9dc31b7dfecc93f842c9953a2e,,,,,24756034d783f816ce15c7d42a98f6b7aede9c2532169203b847104595880713,,,48f79facf373ae6a0bde5e4d971f5671d56dcbd0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf:Start,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_value,1680745722,1,[x32],Start,REG_DWORD,4,,,,82cf9fa647dd1b3fbd9de71bbfb83fb2,f980f325b04d8f18f4fd73bb31f765806b3beda8,,,,,50a9b9163ebb829080aecf9a7a5990715de9fd63d48e3ea3734f6bd77aa3df07,,,839f4d6da6796e79a5e068ebdd66d46103401f61
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPerf:Type,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPerf,registry_value,1680745722,1,[x32],Type,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing:DisplayName,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_value,1680745722,1,[x32],DisplayName,REG_SZ,15,,,,55c1f629253c9ad2f87003614bf8a80a,eabba2a0f7f32b78907a373172a7bb9ce9135556,,,,,b55598b98532a46488c724fef0833cb229851a4de66b2c095caedd1813a11d24,,,896caad701145ffeddb8e4c67122b7e9d78a9f9e
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing:ErrorControl,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_value,1680745722,1,[x32],ErrorControl,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing:ImagePath,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_value,1680745722,1,[x32],ImagePath,REG_EXPAND_SZ,29,,,,bbf18669e47700c10be6de84ccc18230,4d7a84979409230ee79565afd236dc38ea4452dd,,,,,e69c5f7f4362f8f02ff6ec3afd46d5a1f2faca255be45428d49de3df7d5f53a6,,,3bac9de80d93d4c2de4ef90a40dc8975de7b2d12
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing:Start,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_value,1680745722,1,[x32],Start,REG_DWORD,4,,,,82cf9fa647dd1b3fbd9de71bbfb83fb2,f980f325b04d8f18f4fd73bb31f765806b3beda8,,,,,50a9b9163ebb829080aecf9a7a5990715de9fd63d48e3ea3734f6bd77aa3df07,,,839f4d6da6796e79a5e068ebdd66d46103401f61
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NDKPing:Type,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NDKPing,registry_value,1680745722,1,[x32],Type,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:Description,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],Description,REG_SZ,37,,,,388cba443e60c4dbb5b5cb503a15c739,020e0b108481f6ee76e68c4099a6310a9f84a2ba,,,,,9433993a29078a04b3b5087180daac9f1266796f206297a09b6027168802e7b5,,,e90f83f1c765a832551a96fad3a9e622dd03de19
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:DisplayName,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],DisplayName,REG_SZ,37,,,,bab1e26156879b745c318f26a0fb635e,1deaac2fb3a249db6508bb29eacfd32487c8a070,,,,,1aee27deccc944f0b905b93be19b1951063e5618af5af4124e87906081610c76,,,33aa6f8c958c4b53dd696200ece1ae0e141ba282
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:FailureActions,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],FailureActions,REG_BINARY,44,,,,c8dc557199d0409bab95f6c8ab638709,dcb54a6f1484038ca7149416959a52b3c3d241de,,,,,ef27bf35399e3646caca86b6af740b9224451478de074627950a84a535af6c0b,,,bb594494a9d8517655a7bde64b3068f6d1c70c4c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:ImagePath,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],ImagePath,REG_EXPAND_SZ,53,,,,bf1dbf2c6b363cacbac1eb7721432cd1,809de42c3a5f639087cc18144ca766a8386c6fe5,,,,,c611d731ba230f638202f617ab763d06e97c33abbb6990aa98938996c41fe332,,,ff7f62d11f364a97533e9e0655669d8eec46235c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:ErrorControl,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],ErrorControl,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:ObjectName,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],ObjectName,REG_SZ,26,,,,40a287d2e431f63df4161a29eed64a58,f26c578e26d7d8269671b7395256c094072f3c62,,,,,9eee435596300a8ef2eef6d0bff84d866d1aac1ff249a5839bdb214a4a8942cb,,,e3eff4a48112d53b99616e366a4c20b774c501c2
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:RequiredPrivileges,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],RequiredPrivileges,REG_MULTI_SZ,24,,,,0e0dc9f8df2ed3a93a62ad6c9c7e99f6,c89e66258552b88b1e4c5e1bf7a65da406f63f2d,,,,,256808da7a3c0d57cd93154fa5628a0e1de9b357522a5ae0a527c012de0ad057,,,cd20d03322b70ca06299ad5d6b2399550bfec318
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:Start,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],Start,REG_DWORD,4,,,,82cf9fa647dd1b3fbd9de71bbfb83fb2,f980f325b04d8f18f4fd73bb31f765806b3beda8,,,,,50a9b9163ebb829080aecf9a7a5990715de9fd63d48e3ea3734f6bd77aa3df07,,,839f4d6da6796e79a5e068ebdd66d46103401f61
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:ServiceSidType,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],ServiceSidType,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc:Type,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc,registry_value,1680745722,1,[x32],Type,REG_DWORD,4,,,,2332d1133e8399d6255db024d1eff421,4a230cc70f9aed7c33dd3975e7f828bd416d8786,,,,,7e559aa95517db55207b6b2b018d17de83d1bb7d597dc6ff535f73733fc9186d,,,658aba81116494c202f7b1fca3e7d67b0b1747df
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc\\Parameters,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc\Parameters,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc\\Parameters:ServiceDll,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc\Parameters,registry_value,1680745722,1,[x32],ServiceDll,REG_EXPAND_SZ,31,,,,dd0380fda4cd3c94609b5ca71de05d11,54d3aa6d82b21026113dc53b6700cffc04221a3c,,,,,e5bd606e4c5213c7166ec87930d5ce29c2d1a507815dd6a0cc6539fc33d81ec3,,,4ef48f7e99bd5dc05413a54c74146412e841e29f
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc\\Parameters:ServiceDllUnloadOnStop,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc\Parameters,registry_value,1680745722,1,[x32],ServiceDllUnloadOnStop,REG_DWORD,4,,,,ced165163e51e06e01dc44c35fea3eaf,1d102a8cf9879ceec3a7b26104b12e875c13d6a7,,,,,ae5ce162888ee3ebe974976cac5ab94a3f55049f8515884883d579fb3fa378d2,,,8c89fef6f5c933018e33e0e96afb2193d262676c
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc\\Security,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc\Security,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NPSMSvc\\Security:Security,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NPSMSvc\Security,registry_value,1680745722,1,[x32],Security,REG_BINARY,184,,,,da5e07489584dc60be167700f26e3f15,9bcd85692bf0bf2de9446f24aaab8cf033bef18b,,,,,8659037522385b2e143afe4aee0bafc01da082a71458375de18155dd16ef572b,,,a02b9c6ec63139042c8346c4e3779b00bc0ed952
[x32] HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\NTDS,HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\NTDS,registry_key,1680745722,1,[x32],,,,"{""S-1-5-32-545"":{""name"":""Users"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-5-32-544"":{""name"":""Administrators"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-5-18"":{""name"":""SYSTEM"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-3-0"":{""name"":""CREATOR OWNER"",""allowed"":[""delete"",""read_control"",""write_dac"",""write_owner"",""read_data"",""write_data"",""append_data"",""read_ea"",""write_ea"",""execute""]},""S-1-15-2-1"":{""name"":""ALL APPLICATION PACKAGES"",""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]},""S-1-15-3-1024-1065365936-1281604716-3511738428-1654721687-432734479-3232135806-4053264122-3456934681"":{""allowed"":[""read_control"",""read_data"",""read_ea"",""write_ea""]}}",S-1-5-18,S-1-5-18,,,SYSTEM,SYSTEM,1651901113,,,,,46f3f290d97c8b0ad525ab3f95b6e54d0a7812b0
